,track,url,"insert into musicas (nome, url) values"
7957,Hari Bersamanya - Accoustic Version,https://open.spotify.com/track/52Z28hjK31wudUscWv1UjR,"('Hari Bersamanya - Accoustic Version','https://open.spotify.com/track/52Z28hjK31wudUscWv1UjR'),"
7958,Kita - Acoustic,https://open.spotify.com/track/09pYzzyrc6MsJXuG3K1ruC,"('Kita - Acoustic','https://open.spotify.com/track/09pYzzyrc6MsJXuG3K1ruC'),"
7959,Edge Of The Night,https://open.spotify.com/track/1qt4k5132HB2M9yr8C6set,"('Edge Of The Night','https://open.spotify.com/track/1qt4k5132HB2M9yr8C6set'),"
7960,Fire,https://open.spotify.com/track/0eEaGQuEZo5sEuJzU5kwkW,"('Fire','https://open.spotify.com/track/0eEaGQuEZo5sEuJzU5kwkW'),"
7961,Sorry Not Sorry,https://open.spotify.com/track/3cjlIkGj2T8TWkBdSfEHnE,"('Sorry Not Sorry','https://open.spotify.com/track/3cjlIkGj2T8TWkBdSfEHnE'),"
7962,Yumega Samenaiyouni,https://open.spotify.com/track/4HDABy2aXHgEEuqLA1jT0n,"('Yumega Samenaiyouni','https://open.spotify.com/track/4HDABy2aXHgEEuqLA1jT0n'),"
7963,Sanbyakurokujyurokunichi,https://open.spotify.com/track/3KOAjzxIJdreRSzffGLYoa,"('Sanbyakurokujyurokunichi','https://open.spotify.com/track/3KOAjzxIJdreRSzffGLYoa'),"
7964,Damage,https://open.spotify.com/track/3zielyGhYKYzWSdzSxfYoO,"('Damage','https://open.spotify.com/track/3zielyGhYKYzWSdzSxfYoO'),"
7965,My Boo,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03,"('My Boo','https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03'),"
7966,Because of You,https://open.spotify.com/track/2LwjA3u1bTgnhfbR4MsPxw,"('Because of You','https://open.spotify.com/track/2LwjA3u1bTgnhfbR4MsPxw'),"
7967,Fly,https://open.spotify.com/track/3M8WW1kRjIMWJeiEpBybfD,"('Fly','https://open.spotify.com/track/3M8WW1kRjIMWJeiEpBybfD'),"
7968,Drippin,https://open.spotify.com/track/2VaHv46YpFObVnOSHKXyHH,"('Drippin','https://open.spotify.com/track/2VaHv46YpFObVnOSHKXyHH'),"
7969,Milk Tea,https://open.spotify.com/track/0ijT1F143SdGb45SQB3rHk,"('Milk Tea','https://open.spotify.com/track/0ijT1F143SdGb45SQB3rHk'),"
7970,Dream,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j,"('Dream','https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j'),"
7971,Home,https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb,"('Home','https://open.spotify.com/track/5PF0IW8iHqOcTWAyRqiDzb'),"
7972,Kimiga Suki,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z,"('Kimiga Suki','https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z'),"
7973,Cheap Thrills,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,"('Cheap Thrills','https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j'),"
7979,The Greatest,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,"('The Greatest','https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO'),"
7984,Move Your Body - Alan Walker,https://open.spotify.com/track/6LUOMjoORvAkdhBYvESO46,"('Move Your Body - Alan Walker','https://open.spotify.com/track/6LUOMjoORvAkdhBYvESO46'),"
7990,Never Give Up,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,"('Never Give Up','https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH'),"
8000,Cheap Thrills,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,"('Cheap Thrills','https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6'),"
8003,Mobali,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY,"('Mobali','https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY'),"
8004,BQC,https://open.spotify.com/track/3v62aB4lMn6roGgG8Qbz5z,"('BQC','https://open.spotify.com/track/3v62aB4lMn6roGgG8Qbz5z'),"
8005,Came Here for Love,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD,"('Came Here for Love','https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD'),"
8026,Dont Kill My Vibe,https://open.spotify.com/track/4WdCxlUyj3TCTBaJx5s9tF,"('Dont Kill My Vibe','https://open.spotify.com/track/4WdCxlUyj3TCTBaJx5s9tF'),"
8027,Plot Twist,https://open.spotify.com/track/3dWOuReL6DhczDfhsYXxat,"('Plot Twist','https://open.spotify.com/track/3dWOuReL6DhczDfhsYXxat'),"
8029,Yan Benimle,https://open.spotify.com/track/2LX6XfSqCKBrt2qJngS87z,"('Yan Benimle','https://open.spotify.com/track/2LX6XfSqCKBrt2qJngS87z'),"
8030,Meron Nang Iba,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF,"('Meron Nang Iba','https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF'),"
8031,Sayo,https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw,"('Sayo','https://open.spotify.com/track/29xs643Q96uQLD8f7SxYYw'),"
8032,Pasensya Ka Na,https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7,"('Pasensya Ka Na','https://open.spotify.com/track/0YyM8aEdbjGfLWPn6fdcn7'),"
8033,Ya No Me Duele Más,https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM,"('Ya No Me Duele Más','https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM'),"
8034,Niégame Tres Veces,https://open.spotify.com/track/4mGRIaDuszXYCTGZfLjjpA,"('Niégame Tres Veces','https://open.spotify.com/track/4mGRIaDuszXYCTGZfLjjpA'),"
8035,Ya No Me Duele Más,https://open.spotify.com/track/4CTjql34LKCJy5WOSgEhvA,"('Ya No Me Duele Más','https://open.spotify.com/track/4CTjql34LKCJy5WOSgEhvA'),"
8037,Por un Beso de Tu Boca,https://open.spotify.com/track/6AN5AFLDuiEqaCYBqhat55,"('Por un Beso de Tu Boca','https://open.spotify.com/track/6AN5AFLDuiEqaCYBqhat55'),"
8038,Materialista,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,"('Materialista','https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ'),"
8041,Yankı,https://open.spotify.com/track/5c4IttlHETAUnlJlwJ3GpG,"('Yankı','https://open.spotify.com/track/5c4IttlHETAUnlJlwJ3GpG'),"
8042,Loka,https://open.spotify.com/track/257tme6AhneIKAqVF1HTH4,"('Loka','https://open.spotify.com/track/257tme6AhneIKAqVF1HTH4'),"
8043,Regime Fechado,https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n,"('Regime Fechado','https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n'),"
8044,Yüzyılın Aşkı,https://open.spotify.com/track/06ZsqBFywPVdY1G9up5ZBi,"('Yüzyılın Aşkı','https://open.spotify.com/track/06ZsqBFywPVdY1G9up5ZBi'),"
8045,O La La,https://open.spotify.com/track/4X9V8ybx4idknRk7RJ6ciV,"('O La La','https://open.spotify.com/track/4X9V8ybx4idknRk7RJ6ciV'),"
8046,Kiitti,https://open.spotify.com/track/5DLZ0m3L7e8dAj1TnvnAnk,"('Kiitti','https://open.spotify.com/track/5DLZ0m3L7e8dAj1TnvnAnk'),"
8047,Mun Kaa,https://open.spotify.com/track/7p6i6Jgh3WUYmmhdiVlyhl,"('Mun Kaa','https://open.spotify.com/track/7p6i6Jgh3WUYmmhdiVlyhl'),"
8048,Para Sa Akin,https://open.spotify.com/track/0MqkYdGBzHx7lnaFvo7doR,"('Para Sa Akin','https://open.spotify.com/track/0MqkYdGBzHx7lnaFvo7doR'),"
8049,Vejen,https://open.spotify.com/track/3Ypl8PEnhoFjQHUKyNcGv8,"('Vejen','https://open.spotify.com/track/3Ypl8PEnhoFjQHUKyNcGv8'),"
8050,What Do I Do,https://open.spotify.com/track/3SAnARTfPnAP01H0SUJ5E0,"('What Do I Do','https://open.spotify.com/track/3SAnARTfPnAP01H0SUJ5E0'),"
8051,Let Me Love You,https://open.spotify.com/track/2jfCy43LsFbCQoB6HyetlY,"('Let Me Love You','https://open.spotify.com/track/2jfCy43LsFbCQoB6HyetlY'),"
8052,Sol og Sommer,https://open.spotify.com/track/3deiogWYGccIrRoG9Lv10Y,"('Sol og Sommer','https://open.spotify.com/track/3deiogWYGccIrRoG9Lv10Y'),"
8053,The One That Got Away,https://open.spotify.com/track/3D6haiNOJsKvF57Mlp5inS,"('The One That Got Away','https://open.spotify.com/track/3D6haiNOJsKvF57Mlp5inS'),"
8054,I Min Zone,https://open.spotify.com/track/5tVmntyj8rlJaFNBiUoWSC,"('I Min Zone','https://open.spotify.com/track/5tVmntyj8rlJaFNBiUoWSC'),"
8055,Jeg Har En Pige,https://open.spotify.com/track/3cJ0Fyr8C8blcaAZTYRLMN,"('Jeg Har En Pige','https://open.spotify.com/track/3cJ0Fyr8C8blcaAZTYRLMN'),"
8056,Er Derude,https://open.spotify.com/track/7aE2eCCGYJt05y9gXr5W3x,"('Er Derude','https://open.spotify.com/track/7aE2eCCGYJt05y9gXr5W3x'),"
8057,Camouflage,https://open.spotify.com/track/184HI8TB2GGFMkgOQvVwYW,"('Camouflage','https://open.spotify.com/track/184HI8TB2GGFMkgOQvVwYW'),"
8058,Don Diego,https://open.spotify.com/track/5EqFKibwuIStKtAW5y8MQt,"('Don Diego','https://open.spotify.com/track/5EqFKibwuIStKtAW5y8MQt'),"
8059,For Evigt Ung,https://open.spotify.com/track/71QQob1CUAwvN4pfC7jkLM,"('For Evigt Ung','https://open.spotify.com/track/71QQob1CUAwvN4pfC7jkLM'),"
8060,All Star,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK,"('All Star','https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK'),"
8062,Audi.,https://open.spotify.com/track/56kXYt4KRoUq3rzkPdjquB,"('Audi.','https://open.spotify.com/track/56kXYt4KRoUq3rzkPdjquB'),"
8063,Dont Leave,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,"('Dont Leave','https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92'),"
8067,Chasing Cars,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ,"('Chasing Cars','https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ'),"
8069,Persiana Americana,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW,"('Persiana Americana','https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW'),"
8072,Tout lmonde sen fout,https://open.spotify.com/track/7syABtsvHvD3nO7OG91Ani,"('Tout lmonde sen fout','https://open.spotify.com/track/7syABtsvHvD3nO7OG91Ani'),"
8073,Poto,https://open.spotify.com/track/0nhKXS1KL8ffn40Un1q91D,"('Poto','https://open.spotify.com/track/0nhKXS1KL8ffn40Un1q91D'),"
8074,Mon ptit loup,https://open.spotify.com/track/0gn0krlJTSSZvnMxh2ITHY,"('Mon ptit loup','https://open.spotify.com/track/0gn0krlJTSSZvnMxh2ITHY'),"
8075,Toka,https://open.spotify.com/track/2QXNsj3HmqbDqbw0R9F5zo,"('Toka','https://open.spotify.com/track/2QXNsj3HmqbDqbw0R9F5zo'),"
8076,Marion Maréchal,https://open.spotify.com/track/3ksnrZfyto1Ill9E3oDHnh,"('Marion Maréchal','https://open.spotify.com/track/3ksnrZfyto1Ill9E3oDHnh'),"
8077,Llegaste tú (feat. Reykon),https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,"('Llegaste tú (feat. Reykon)','https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL'),"
8078,Drinkee,https://open.spotify.com/track/3REzEumDuXBpQH45WEHAr6,"('Drinkee','https://open.spotify.com/track/3REzEumDuXBpQH45WEHAr6'),"
8079,Tekamül,https://open.spotify.com/track/1kM51ZDk6fQJaJd10d7F5h,"('Tekamül','https://open.spotify.com/track/1kM51ZDk6fQJaJd10d7F5h'),"
8080,Dame Bola,https://open.spotify.com/track/7qxgfIAuWUY9VHLn35Sqwg,"('Dame Bola','https://open.spotify.com/track/7qxgfIAuWUY9VHLn35Sqwg'),"
8081,Rudeboy,https://open.spotify.com/track/4sRkfzJ0Rh57OUkhcHWrps,"('Rudeboy','https://open.spotify.com/track/4sRkfzJ0Rh57OUkhcHWrps'),"
8082,どんなときも。,https://open.spotify.com/track/72hy5aHFbC5U6vOF3bwpMv,"('どんなときも。','https://open.spotify.com/track/72hy5aHFbC5U6vOF3bwpMv'),"
8083,Roule,https://open.spotify.com/track/6dbdxneD4mLKDgXJ6GQkJm,"('Roule','https://open.spotify.com/track/6dbdxneD4mLKDgXJ6GQkJm'),"
8084,Rainbow,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK,"('Rainbow','https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK'),"
8085,With a Smile,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi,"('With a Smile','https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi'),"
8086,Juna,https://open.spotify.com/track/5fB7KNzDNtTLWAa6D2zcBJ,"('Juna','https://open.spotify.com/track/5fB7KNzDNtTLWAa6D2zcBJ'),"
8087,Skywalker,https://open.spotify.com/track/5B13mNIiknPY2zKCyn1O6L,"('Skywalker','https://open.spotify.com/track/5B13mNIiknPY2zKCyn1O6L'),"
8088,Highlander,https://open.spotify.com/track/7A3rNO7cmVKM3boOmIBwtj,"('Highlander','https://open.spotify.com/track/7A3rNO7cmVKM3boOmIBwtj'),"
8089,The Way I Love Her,https://open.spotify.com/track/3xvZW2TdP5MpFufQRjIEFQ,"('The Way I Love Her','https://open.spotify.com/track/3xvZW2TdP5MpFufQRjIEFQ'),"
8090,Call On Me - Ryan Riback Extended,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,"('Call On Me - Ryan Riback Extended','https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde'),"
8118,Bare så du vett det,https://open.spotify.com/track/3KZ0AsCkUgYDagOtAljFn5,"('Bare så du vett det','https://open.spotify.com/track/3KZ0AsCkUgYDagOtAljFn5'),"
8119,En Siste Gang,https://open.spotify.com/track/6tt3Na8Vjw1H2fCUcUivi5,"('En Siste Gang','https://open.spotify.com/track/6tt3Na8Vjw1H2fCUcUivi5'),"
8120,Out of My League,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq,"('Out of My League','https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq'),"
8121,Just Hold On,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,"('Just Hold On','https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR'),"
8132,Superstition - Single Version,https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog,"('Superstition - Single Version','https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog'),"
8133,Korjaan sut,https://open.spotify.com/track/6JiU0wPWiTtYKmal32jcDG,"('Korjaan sut','https://open.spotify.com/track/6JiU0wPWiTtYKmal32jcDG'),"
8134,Kyl Sä Tiiät,https://open.spotify.com/track/0M5qjFNV6ABMbzbkYIkmib,"('Kyl Sä Tiiät','https://open.spotify.com/track/0M5qjFNV6ABMbzbkYIkmib'),"
8135,Big For Your Boots,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC,"('Big For Your Boots','https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC'),"
8136,Shut Up,https://open.spotify.com/track/2LPUvD5DDOO4UYGkWgjI2C,"('Shut Up','https://open.spotify.com/track/2LPUvD5DDOO4UYGkWgjI2C'),"
8138,Time,https://open.spotify.com/track/3WR3mQ8SDjJgxbdOFrqfca,"('Time','https://open.spotify.com/track/3WR3mQ8SDjJgxbdOFrqfca'),"
8139,Son Rötuş,https://open.spotify.com/track/7Lda61leEwOksSaW54bBvu,"('Son Rötuş','https://open.spotify.com/track/7Lda61leEwOksSaW54bBvu'),"
8140,MINT,https://open.spotify.com/track/7vi4sPiatwyKXk2ksFzFpN,"('MINT','https://open.spotify.com/track/7vi4sPiatwyKXk2ksFzFpN'),"
8141,STAY TUNE,https://open.spotify.com/track/0albLGvYx6ftOUJ7KF0i5I,"('STAY TUNE','https://open.spotify.com/track/0albLGvYx6ftOUJ7KF0i5I'),"
8142,Sila,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,"('Sila','https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE'),"
8143,Harus Aku,https://open.spotify.com/track/2gkQ2yVzaer5qx2NzJnHXh,"('Harus Aku','https://open.spotify.com/track/2gkQ2yVzaer5qx2NzJnHXh'),"
8144,Aku Sanggup,https://open.spotify.com/track/1fmj1mJzqYMGscgPo1pTYG,"('Aku Sanggup','https://open.spotify.com/track/1fmj1mJzqYMGscgPo1pTYG'),"
8145,Hey Mamma,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,"('Hey Mamma','https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV'),"
8150,愛をこめて花束を,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,"('愛をこめて花束を','https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ'),"
8151,Mi Gna (feat. Spitakci Hyko),https://open.spotify.com/track/7tidkZuZ0kgBrnGMwVKH6d,"('Mi Gna (feat. Spitakci Hyko)','https://open.spotify.com/track/7tidkZuZ0kgBrnGMwVKH6d'),"
8152,幸福之歌,https://open.spotify.com/track/1Us7HBNaxMEaS4W5IUK882,"('幸福之歌','https://open.spotify.com/track/1Us7HBNaxMEaS4W5IUK882'),"
8153,無盡,https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8,"('無盡','https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8'),"
8154,風箏,https://open.spotify.com/track/6NBREJ4ZZX9sOOMw2OO8Nv,"('風箏','https://open.spotify.com/track/6NBREJ4ZZX9sOOMw2OO8Nv'),"
8155,Hun Blev Bare Så Glad,https://open.spotify.com/track/6dqW9qUD0gS3w8gdo1A6k2,"('Hun Blev Bare Så Glad','https://open.spotify.com/track/6dqW9qUD0gS3w8gdo1A6k2'),"
8156,Ástin á sér stað,https://open.spotify.com/track/1G3mxGTLXnFBo5ZFuoLvQB,"('Ástin á sér stað','https://open.spotify.com/track/1G3mxGTLXnFBo5ZFuoLvQB'),"
8157,Fotzen im Club,https://open.spotify.com/track/3OSjGvo7Cv04JTfZaXnZaL,"('Fotzen im Club','https://open.spotify.com/track/3OSjGvo7Cv04JTfZaXnZaL'),"
8158,Von Party zu Party,https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO,"('Von Party zu Party','https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO'),"
8159,Lebih Sempurna,https://open.spotify.com/track/15nIx1HCO08Vml6YYJn17s,"('Lebih Sempurna','https://open.spotify.com/track/15nIx1HCO08Vml6YYJn17s'),"
8160,Turn Your Love Around,https://open.spotify.com/track/5oF1TuOLbzhAvYZnIycfa5,"('Turn Your Love Around','https://open.spotify.com/track/5oF1TuOLbzhAvYZnIycfa5'),"
8161,Love Galore,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,"('Love Galore','https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs'),"
8163,Sirenas,https://open.spotify.com/track/4unOsvr9C2NqI9aJXrxpCy,"('Sirenas','https://open.spotify.com/track/4unOsvr9C2NqI9aJXrxpCy'),"
8164,Marmur,https://open.spotify.com/track/0RyvsxeRLp3Kt0TnoCU6an,"('Marmur','https://open.spotify.com/track/0RyvsxeRLp3Kt0TnoCU6an'),"
8165,Żyrandol,https://open.spotify.com/track/4bHksfxtzbc8De3rAYEOT4,"('Żyrandol','https://open.spotify.com/track/4bHksfxtzbc8De3rAYEOT4'),"
8166,Wiatr,https://open.spotify.com/track/7oG89V4J5UjVnihGNyRFTg,"('Wiatr','https://open.spotify.com/track/7oG89V4J5UjVnihGNyRFTg'),"
8167,Wszystko Jedno,https://open.spotify.com/track/0bdeLFRIziXGqXdz5UJDb0,"('Wszystko Jedno','https://open.spotify.com/track/0bdeLFRIziXGqXdz5UJDb0'),"
8168,Następna stacja,https://open.spotify.com/track/3D0E9oVbTGMmo3SSAAvXdj,"('Następna stacja','https://open.spotify.com/track/3D0E9oVbTGMmo3SSAAvXdj'),"
8169,Deszcz Na Betonie,https://open.spotify.com/track/5K88aW0YcTXmmn4ooXzqyz,"('Deszcz Na Betonie','https://open.spotify.com/track/5K88aW0YcTXmmn4ooXzqyz'),"
8170,6 Zer,https://open.spotify.com/track/4Ma6BKjPSCS0rGzjdLqObi,"('6 Zer','https://open.spotify.com/track/4Ma6BKjPSCS0rGzjdLqObi'),"
8171,Di Sana Cinta Di Sini Rindu,https://open.spotify.com/track/3XI2m6F7r5Wg61dx8RZM3Q,"('Di Sana Cinta Di Sini Rindu','https://open.spotify.com/track/3XI2m6F7r5Wg61dx8RZM3Q'),"
8172,Sedalam-Dalam Rindu,https://open.spotify.com/track/6Rp7udnk6KsyeRLahxLc7D,"('Sedalam-Dalam Rindu','https://open.spotify.com/track/6Rp7udnk6KsyeRLahxLc7D'),"
8173,Lesercito del selfie,https://open.spotify.com/track/28I8isBTQdyl3LTtAAQofp,"('Lesercito del selfie','https://open.spotify.com/track/28I8isBTQdyl3LTtAAQofp'),"
8174,Unapologetic,https://open.spotify.com/track/4PymlxptfDiofHNvixDiRj,"('Unapologetic','https://open.spotify.com/track/4PymlxptfDiofHNvixDiRj'),"
8175,Beni Çok Sev,https://open.spotify.com/track/0uyWiTVblh6pV6JQlIe72e,"('Beni Çok Sev','https://open.spotify.com/track/0uyWiTVblh6pV6JQlIe72e'),"
8176,Sevdam Tek Nefes,https://open.spotify.com/track/1dcerJjruK4hbsTY77c4gQ,"('Sevdam Tek Nefes','https://open.spotify.com/track/1dcerJjruK4hbsTY77c4gQ'),"
8177,Hodri Meydan,https://open.spotify.com/track/1gpCQoVF0ay3fB81Cl3h7T,"('Hodri Meydan','https://open.spotify.com/track/1gpCQoVF0ay3fB81Cl3h7T'),"
8178,Kedi Gibi,https://open.spotify.com/track/1BfpV5h16V1Gtr41GEF9cO,"('Kedi Gibi','https://open.spotify.com/track/1BfpV5h16V1Gtr41GEF9cO'),"
8179,Cuppa,https://open.spotify.com/track/0dTSbGk8w49CXAwm8kf69c,"('Cuppa','https://open.spotify.com/track/0dTSbGk8w49CXAwm8kf69c'),"
8180,O Sevişmeler,https://open.spotify.com/track/38UkURpzuKLqZahVFBfajV,"('O Sevişmeler','https://open.spotify.com/track/38UkURpzuKLqZahVFBfajV'),"
8181,Biz Çocukken,https://open.spotify.com/track/0Q0PL7xuNSPMvkQenAFOZ8,"('Biz Çocukken','https://open.spotify.com/track/0Q0PL7xuNSPMvkQenAFOZ8'),"
8182,Affedin Bizi Çocuklar,https://open.spotify.com/track/2DpXeUkymwh8n0AGwSPTaA,"('Affedin Bizi Çocuklar','https://open.spotify.com/track/2DpXeUkymwh8n0AGwSPTaA'),"
8183,Her Şey Fani,https://open.spotify.com/track/2Ij8jW4TpnIiTALy4s2AfF,"('Her Şey Fani','https://open.spotify.com/track/2Ij8jW4TpnIiTALy4s2AfF'),"
8184,Yolla,https://open.spotify.com/track/1vZAYNFTcxzrnooQUw5zKD,"('Yolla','https://open.spotify.com/track/1vZAYNFTcxzrnooQUw5zKD'),"
8185,Acımasız,https://open.spotify.com/track/1bvzL4x8KM2p4c5RRnrlHh,"('Acımasız','https://open.spotify.com/track/1bvzL4x8KM2p4c5RRnrlHh'),"
8186,Bal Küpü,https://open.spotify.com/track/1CSwg8AFCGOIgRukZqOMqA,"('Bal Küpü','https://open.spotify.com/track/1CSwg8AFCGOIgRukZqOMqA'),"
8187,Ben Senin,https://open.spotify.com/track/3rzHaQ3Ra6vO4F41M9cHaQ,"('Ben Senin','https://open.spotify.com/track/3rzHaQ3Ra6vO4F41M9cHaQ'),"
8188,Çok Ağladım,https://open.spotify.com/track/2PcgacRsXGnJkrTLPgjBa5,"('Çok Ağladım','https://open.spotify.com/track/2PcgacRsXGnJkrTLPgjBa5'),"
8189,Çay Simit,https://open.spotify.com/track/1nj5BJdWfGBtag0Kl0iH2z,"('Çay Simit','https://open.spotify.com/track/1nj5BJdWfGBtag0Kl0iH2z'),"
8190,Jungle,https://open.spotify.com/track/7ol59kVwq3DQyyjKZ2DRzy,"('Jungle','https://open.spotify.com/track/7ol59kVwq3DQyyjKZ2DRzy'),"
8191,Love Story,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,"('Love Story','https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt'),"
8192,Shake It Off,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,"('Shake It Off','https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD'),"
8196,#CTZK,https://open.spotify.com/track/6REh3pyFQXiOjxhQs9DM2b,"('#CTZK','https://open.spotify.com/track/6REh3pyFQXiOjxhQs9DM2b'),"
8197,"Sol, vind och vatten",https://open.spotify.com/track/7pvNKtULtDZcEAUBCjpykV,"('Sol, vind och vatten','https://open.spotify.com/track/7pvNKtULtDZcEAUBCjpykV'),"
8198,"Oh, vilken härlig da",https://open.spotify.com/track/4luq9irzpClkmCYfHmlRyh,"('Oh, vilken härlig da','https://open.spotify.com/track/4luq9irzpClkmCYfHmlRyh'),"
8199,Lingerie,https://open.spotify.com/track/4INw5bY2hmzLmvrZ4eYXY8,"('Lingerie','https://open.spotify.com/track/4INw5bY2hmzLmvrZ4eYXY8'),"
8200,Wasabi 2.0,https://open.spotify.com/track/7KFV8DknfdYkdCNuAAChoc,"('Wasabi 2.0','https://open.spotify.com/track/7KFV8DknfdYkdCNuAAChoc'),"
8201,From The D To The A (feat. Lil Yachty),https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,"('From The D To The A (feat. Lil Yachty)','https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2'),"
8202,First Day Out,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,"('First Day Out','https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z'),"
8203,Pämppää,https://open.spotify.com/track/5t7rDlqL7Ji3BrpOJFKBCr,"('Pämppää','https://open.spotify.com/track/5t7rDlqL7Ji3BrpOJFKBCr'),"
8204,Lähiöunelmii,https://open.spotify.com/track/0GhvfuOgTbG7uzjQDUws14,"('Lähiöunelmii','https://open.spotify.com/track/0GhvfuOgTbG7uzjQDUws14'),"
8205,Sit Mennää,https://open.spotify.com/track/1QKbpfbXQP1NY4xy6wpxJA,"('Sit Mennää','https://open.spotify.com/track/1QKbpfbXQP1NY4xy6wpxJA'),"
8206,Arvon Leidit,https://open.spotify.com/track/5bcjHhl0JgWet9jrSGNmIl,"('Arvon Leidit','https://open.spotify.com/track/5bcjHhl0JgWet9jrSGNmIl'),"
8207,Hubba Bubba,https://open.spotify.com/track/1XjMCUz7uwqZ1gdvbbyKtq,"('Hubba Bubba','https://open.spotify.com/track/1XjMCUz7uwqZ1gdvbbyKtq'),"
8208,You,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA,"('You','https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA'),"
8209,I Will Fly,https://open.spotify.com/track/0IpMEZdKu7FB5KOpNEg8x3,"('I Will Fly','https://open.spotify.com/track/0IpMEZdKu7FB5KOpNEg8x3'),"
